_step,_runtime,bootstrap_iter,_timestamp,epoch,tr_loss,tr_acc,tr lr,tr_eval_acc,ft_eval_acc,ft_loss,ft_acc,lr,epochs,batch_size,input_size,model_type,n_way_test,n_way_train,tgt_dataset,src_datasets,fixed_support,samples_per_class,num_total_episodes,num_bootstrap_iters,exp_name,ft_eval_num,tr_eval_acc_src_data,before_ft_eval_acc,before_ft_eval_loss,CLUSTERING,M-labels-SRC
,1063.732407003,2.0,1742905196.1437635,,,,,,0.7954374995231629,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,20,20,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,1,4000,5,exp4_same_dataset,0.0,,0.8140624990463257,,,
,1172.436379798,2.0,1742905304.8470087,,,,,,0.794162499666214,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,20,20,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,1,4000,5,exp4_same_dataset,1.0,,0.8140624990463257,,,
,1279.616031143,2.0,1742905412.0666914,,,,,,0.7950125012397766,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,20,20,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,1,4000,5,exp4_same_dataset,2.0,,0.8140624990463257,,,
,1491.691415775,3.0,1742905624.102241,,,,,,0.7969999992847443,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,20,20,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,1,4000,5,exp4_same_dataset,0.0,,0.811450001001358,,,
,1598.836514495,3.0,1742905731.2871325,,,,,,0.7982999997138978,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,20,20,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,1,4000,5,exp4_same_dataset,1.0,,0.811450001001358,,,
,1702.493438787,3.0,1742905834.902713,,,,,,0.7961750020980835,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,20,20,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,1,4000,5,exp4_same_dataset,2.0,,0.811450001001358,,,
,1912.56337021,4.0,1742906044.9743953,,,,,,0.7835874991416931,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,20,20,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,1,4000,5,exp4_same_dataset,0.0,,0.8053999989032745,,,
,2018.766559164,4.0,1742906151.2172132,,,,,,0.7837124991416932,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,20,20,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,1,4000,5,exp4_same_dataset,1.0,,0.8053999989032745,,,
,2126.8209629,4.0,1742906259.2716122,,,,,,0.7847750017642975,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,20,20,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,1,4000,5,exp4_same_dataset,2.0,,0.8053999989032745,,,
,6012.156164131,0.0,1742913866.8451233,,,,,,0.8644375002384186,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,0.0,,0.8681999998092651,,,
,9184.137189215,0.0,1742917038.826059,,,,,,0.867099999666214,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,1.0,,0.8681999998092651,,,
,13105.135179474,0.0,1742920959.8255672,,,,,,0.8675375001430512,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,2.0,,0.8681999998092651,,,
,24588.498699966,1.0,1742932443.228577,,,,,,0.8582375009059906,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,0.0,,0.8594750003814697,,,
,30414.659119737,1.0,1742938269.349161,,,,,,0.8590375010967255,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,1.0,,0.8594750003814697,,,
,36399.77762123,1.0,1742944254.5075216,,,,,,0.8573374991416931,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,2.0,,0.8594750003814697,,,
,48500.093220781,2.0,1742956354.823112,,,,,,0.851462500333786,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,0.0,,0.863450001001358,,,
,54492.832969206,2.0,1742962347.5628667,,,,,,0.8511999983787537,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,1.0,,0.863450001001358,,,
,60518.535328116,2.0,1742968373.2251008,,,,,,0.8532750010490417,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,2.0,,0.863450001001358,,,
,71070.362185981,3.0,1742978925.0530188,,,,,,0.8575624988079071,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,0.0,,0.8641000018119812,,,
,76493.491215421,3.0,1742984348.22111,,,,,,0.8572124989032746,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,1.0,,0.8641000018119812,,,
,82641.91207976,3.0,1742990496.6419804,,,,,,0.8554124994277954,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,2.0,,0.8641000018119812,,,
,93192.81637153,4.0,1743001047.5062191,,,,,,0.8572374999523162,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,0.0,,0.8600874981880188,,,
,97739.73860768,4.0,1743005594.4684925,,,,,,0.8599499981403351,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,1.0,,0.8600874981880188,,,
,103431.861721493,4.0,1743011286.591621,,,,,,0.8620624988079071,,1.0,0.001,1.0,16,40x40,PrototypicalNetwork,20,20,TKH,NO_SRC_DATASET,False,1,4000,5,exp4_same_dataset,2.0,,0.8600874981880188,,,
,45.982595306,0.0,1742903713.9070363,,,,,,0.81175,,0.9375,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,0.0,,0.7745,,,
,69.057986532,0.0,1742903736.9823816,,,,,,0.80225,,0.9375,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,1.0,,0.7745,,,
,94.59440981,0.0,1742903762.5188386,,,,,,0.816,,0.875,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,2.0,,0.7745,,,
,141.283934378,1.0,1742903809.2083194,,,,,,0.798,,0.9375,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,0.0,,0.774,,,
,163.605908268,1.0,1742903831.5303063,,,,,,0.7995,,0.875,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,1.0,,0.774,,,
,185.143887724,1.0,1742903853.068332,,,,,,0.813,,1.0,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,2.0,,0.774,,,
,231.663904081,2.0,1742903899.5882652,,,,,,0.82,,1.0,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,0.0,,0.79125,,,
,254.134541803,2.0,1742903922.0589578,,,,,,0.815,,0.875,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,1.0,,0.79125,,,
,275.765978588,2.0,1742903943.6904027,,,,,,0.824,,0.9375,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,2.0,,0.79125,,,
,322.815700843,3.0,1742903990.7401402,,,,,,0.78325,,1.0,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,0.0,,0.7725,,,
,345.033716995,3.0,1742904012.9581568,,,,,,0.79825,,1.0,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,1.0,,0.7725,,,
,367.136555535,3.0,1742904035.0608993,,,,,,0.8065,,1.0,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,2.0,,0.7725,,,
,414.152005818,4.0,1742904082.0764017,,,,,,0.792,,0.9375,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,0.0,,0.75575,,,
,436.715554805,4.0,1742904104.6399798,,,,,,0.8055,,0.875,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,1.0,,0.75575,,,
,458.913513731,4.0,1742904126.8378377,,,,,,0.8095,,0.9375,0.001,1.0,16,40x40,MatchingNetwork,20,20,Greek,NO_SRC_DATASET,False,5,4000,5,exp4_same_dataset,2.0,,0.75575,,,
,44.738720395,2.0,1741771478.2169552,,,,,,0.9966500029563904,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,10,4000,5,exp4_same_dataset,0.0,,0.99625000333786,,,
,68.730095057,2.0,1741771502.208292,,,,,,0.9960500032901763,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,10,4000,5,exp4_same_dataset,1.0,,0.99625000333786,,,
,93.57550546,2.0,1741771527.0537453,,,,,,0.9961500034332276,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,10,4000,5,exp4_same_dataset,2.0,,0.99625000333786,,,
,139.780326988,3.0,1741771573.258564,,,,,,0.99575000333786,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,10,4000,5,exp4_same_dataset,0.0,,0.9954500043392182,,,
,162.102518399,3.0,1741771595.5807145,,,,,,0.994400004863739,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,10,4000,5,exp4_same_dataset,1.0,,0.9954500043392182,,,
,185.044935165,3.0,1741771618.5231757,,,,,,0.9943000049591064,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,10,4000,5,exp4_same_dataset,2.0,,0.9954500043392182,,,
,253.59601085,4.0,1741771687.0742505,,,,,,0.9964000034332277,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,10,4000,5,exp4_same_dataset,0.0,,0.994700004339218,,,
,297.466536907,4.0,1741771730.9447873,,,,,,0.99485000371933,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,10,4000,5,exp4_same_dataset,1.0,,0.994700004339218,,,
,338.466132443,4.0,1741771771.9443245,,,,,,0.9959000039100648,,1.0,0.001,1.0,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,omniglot_SOTA_trainvalSet,False,10,4000,5,exp4_same_dataset,2.0,,0.994700004339218,,,
,40.84084759,0.0,1741432784.5647435,,,,,,0.923,,1.0,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,0.0,,0.9365,,,
,56.83851643,0.0,1741432800.6088238,,,,,,0.9325,,1.0,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,1.0,,0.9365,,,
,73.792745662,0.0,1741432817.5630517,,,,,,0.939,,1.0,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,2.0,,0.9365,,,
,113.907664189,1.0,1741432857.677982,,,,,,0.928,,0.875,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,0.0,,0.943,,,
,130.06568827,1.0,1741432873.8359914,,,,,,0.93275,,1.0,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,1.0,,0.943,,,
,145.80215254,1.0,1741432889.5724566,,,,,,0.93625,,1.0,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,2.0,,0.943,,,
,185.537693244,2.0,1741432929.307974,,,,,,0.93025,,0.9375,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,0.0,,0.93125,,,
,201.38903114,2.0,1741432945.159341,,,,,,0.92675,,0.9375,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,1.0,,0.93125,,,
,217.563408571,2.0,1741432961.3337004,,,,,,0.9295,,0.9375,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,2.0,,0.93125,,,
,258.940074848,3.0,1741433002.7103777,,,,,,0.928,,1.0,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,0.0,,0.9265,,,
,275.431643343,3.0,1741433019.201918,,,,,,0.92925,,1.0,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,1.0,,0.9265,,,
,291.365210015,3.0,1741433035.135522,,,,,,0.9375,,1.0,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,2.0,,0.9265,,,
,331.777823108,4.0,1741433075.548116,,,,,,0.92625,,1.0,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,0.0,,0.934,,,
,347.874328845,4.0,1741433091.6446407,,,,,,0.931,,1.0,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,1.0,,0.934,,,
,363.838952827,4.0,1741433107.6092415,,,,,,0.9265,,1.0,0.001,1.0,16,40x40,MatchingNetwork,5,5,Greek,NO_SRC_DATASET,False,10,4000,5,exp4_same_dataset,2.0,,0.934,,,
