_step,_runtime,bootstrap_iter,_timestamp,ft_eval_acc,ft_loss,ft_acc,lr,epochs,batch_size,input_size,model_type,n_way_test,n_way_train,tgt_dataset,src_datasets,fixed_support,samples_per_class,num_total_episodes,num_bootstrap_iters,exp_name,ft_eval_num,epoch,tr_loss,tr_acc,tr lr,tr_eval_acc_src_data,tr_eval_acc
253,5684.303656004,0.0,1735213060.265545,0.9224500014781952,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
316,6841.331605274,0.0,1735214217.2939336,0.9204500007629396,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
379,8021.263644005,0.0,1735215397.2249064,0.9187499988079072,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
442,9215.587663131,0.0,1735216591.5468266,0.920849999666214,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
505,10412.535601703,0.0,1735217788.4949975,0.9196499984264374,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
568,11587.137062721,0.0,1735218963.1389382,0.9188999996185304,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
631,12808.642199343,0.0,1735220184.644141,0.9190000019073488,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
633,14000.142952686,1.0,1735221376.144845,0.911800000667572,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
696,15196.065870026,1.0,1735222572.067066,0.9208999979496002,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
759,16506.335622747,1.0,1735223882.2973645,0.9177499985694886,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
822,17623.060021339,1.0,1735224999.01221,0.9182499997615814,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
885,18730.091273998,1.0,1735226106.0931914,0.9187500007152556,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
948,19865.219596929,1.0,1735227241.1800425,0.9164500012397766,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
1011,20990.462524066,1.0,1735228366.4644666,0.9215999991893769,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
1074,22140.510142752,1.0,1735229516.5038755,0.9189999992847444,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
1137,23275.087637386,1.0,1735230651.0493171,0.9214500005245208,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
1200,24393.02372738,1.0,1735231768.9832342,0.9222999999523164,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
1263,25538.347666001,1.0,1735232914.3036249,0.9225499985218047,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
1,26.559270399,0.0,1734708389.3876483,0.541,,0.9375,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
64,50.165044396,0.0,1734708412.993425,0.62375,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
127,73.814872726,0.0,1734708436.643253,0.608,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
190,97.42133974,0.0,1734708460.2497082,0.6175,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
253,121.129178529,0.0,1734708483.9156897,0.6065,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
316,144.764068893,0.0,1734708507.592409,0.618,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
379,168.419978806,0.0,1734708531.2483604,0.61675,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
442,191.990067227,0.0,1734708554.8184495,0.6155,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
505,215.585233006,0.0,1734708578.4135969,0.6325,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
568,239.197330145,0.0,1734708602.0257115,0.61425,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
631,262.987690055,0.0,1734708625.8160725,0.62975,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
633,286.080548756,1.0,1734708648.9088442,0.5515,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
696,309.69505358,1.0,1734708672.523334,0.6135,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
759,333.228215864,1.0,1734708696.0566003,0.62475,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
822,356.944900247,1.0,1734708719.773285,0.61525,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
885,380.489171661,1.0,1734708743.276817,0.608,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
948,404.134640377,1.0,1734708766.9630215,0.61475,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
1011,427.767087674,1.0,1734708790.5954669,0.60825,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
1074,451.397619194,1.0,1734708814.2259486,0.61225,,0.8125,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
1137,475.06078126,1.0,1734708837.8891616,0.6135,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
1200,498.599965866,1.0,1734708861.4283516,0.61175,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
1263,522.21813906,1.0,1734708885.0465128,0.6155,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,b-59-850,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
1,16.817099699,0.0,1735207160.5966852,0.6535,,0.6875,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
64,27.789565775,0.0,1735207171.569141,0.68025,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
127,38.971865343,0.0,1735207182.751453,0.668,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
190,50.184503775,0.0,1735207193.9640656,0.65975,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
253,61.276572529,0.0,1735207205.0561452,0.68075,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
316,72.34925588,0.0,1735207216.1288133,0.6735,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
379,83.528500363,0.0,1735207227.3080854,0.671,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
442,94.740306838,0.0,1735207238.5198934,0.66975,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
505,106.062662959,0.0,1735207249.8422406,0.666,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
568,116.189560578,0.0,1735207259.969148,0.6675,,0.875,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
631,125.582548392,0.0,1735207269.3621442,0.68975,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
633,134.612332066,1.0,1735207278.391902,0.64675,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
696,144.117093165,1.0,1735207287.8966467,0.678,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
759,153.703359777,1.0,1735207297.4829533,0.67425,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
822,163.23253305,1.0,1735207307.0121095,0.6745,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
885,172.787086836,1.0,1735207316.5665927,0.67,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
948,182.219035607,1.0,1735207325.998628,0.683,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
1011,191.790805238,1.0,1735207335.570384,0.6675,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
1074,201.276074893,1.0,1735207345.055588,0.67225,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
1137,210.721560151,1.0,1735207354.5011463,0.675,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
1200,220.226628317,1.0,1735207364.0062113,0.68175,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
1263,229.650105838,1.0,1735207373.4296792,0.68025,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Greek,Egyptian,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
1,464.555391858,0.0,1736018994.4242444,0.3372499992847442,,0.7749999761581421,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
64,933.891487915,0.0,1736019463.760894,0.3882999999523163,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
127,1402.74337858,0.0,1736019932.6148503,0.3838500002622604,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
190,1872.203383948,0.0,1736020402.0773897,0.3890500001311302,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
253,2340.771370246,0.0,1736020870.643912,0.3961499999761581,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
316,2809.957808648,0.0,1736021339.8719344,0.3932999991178512,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
379,3279.224318474,0.0,1736021809.1384373,0.3882499997019767,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
442,3748.90864733,0.0,1736022278.8227837,0.3991999995708465,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
505,4217.62302668,0.0,1736022747.5372195,0.392249999165535,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
568,4686.15137171,0.0,1736023216.0217168,0.3939999998807907,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
631,5154.827537323,0.0,1736023684.6990714,0.3909000000357628,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
633,5616.896662275,1.0,1736024146.8107789,0.338900000154972,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
696,6085.899384674,1.0,1736024615.772849,0.3907499999403953,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
759,6558.601662728,1.0,1736025088.5158677,0.3987500002384185,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
822,7022.479359979,1.0,1736025552.3512783,0.3972500000596046,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
885,7485.503353536,1.0,1736026015.3760204,0.387,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
948,7949.643926076,1.0,1736026479.558061,0.3862499998807907,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
1011,8413.183362719,1.0,1736026943.0556784,0.3919499990940094,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
1074,8876.303503687,1.0,1736027406.217714,0.3896999992132187,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
1137,9345.25139297,1.0,1736027875.1206498,0.3838999986648559,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
1200,9812.491375817,1.0,1736028342.3621984,0.3879999995231628,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
1263,10280.226773288,1.0,1736028810.1409314,0.3844500005245209,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,miniImageNet_SOTA_testSet,Greek,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
503,1062.213291367,0.0,1735119171.0559423,0.816550000667572,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,1.0,0.0004846784525639,,
566,1522.909291457,0.0,1735119631.7534244,0.8717000014781952,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,1.0,0.0004846784525639,,
629,1983.007967354,0.0,1735120091.8921323,0.8674500002861023,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,1.0,0.0004846784525639,,
692,2441.177308476,0.0,1735120550.0151618,0.8647499992847443,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,1.0,0.0004846784525639,,
755,2901.425279531,0.0,1735121010.268117,0.8653000004291534,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,1.0,0.0004846784525639,,
818,3362.517343994,0.0,1735121471.361657,0.8700999999046326,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,1.0,0.0004846784525639,,
881,3828.417860546,0.0,1735121937.3020294,0.8658999998569489,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,1.0,0.0004846784525639,,
944,4287.464063425,0.0,1735122396.3482478,0.8659499995708465,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,1.0,0.0004846784525639,,
1007,4751.857316468,0.0,1735122860.7012882,0.8658499999046325,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,1.0,0.0004846784525639,,
1070,5216.758566325,0.0,1735123325.642816,0.8659000000953674,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,1.0,0.0004846784525639,,
1133,5686.081057576,0.0,1735123794.9652731,0.8657499997615814,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,1.0,0.0004846784525639,,
1135,6149.371157354,1.0,1735124258.2554069,0.8212500004768372,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,1.0,0.0004846784525639,,
1198,6610.555965121,1.0,1735124719.4402103,0.8550499980449676,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,1.0,0.0004846784525639,,
1261,7071.36128674,1.0,1735125180.202301,0.8571000003814697,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,1.0,0.0004846784525639,,
1324,7529.448998095,1.0,1735125638.3332124,0.8576499998569489,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,1.0,0.0004846784525639,,
1387,7989.84321155,1.0,1735126098.727463,0.860050000667572,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,1.0,0.0004846784525639,,
1450,8445.891093611,1.0,1735126554.7752988,0.8575000019073487,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,1.0,0.0004846784525639,,
1513,8908.243716444,1.0,1735127017.1279144,0.8569999973773956,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,1.0,0.0004846784525639,,
1576,9370.568912799,1.0,1735127479.4530802,0.8604999976158142,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,1.0,0.0004846784525639,,
1639,9833.821292446,1.0,1735127942.6648707,0.8565999977588653,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,1.0,0.0004846784525639,,
1702,10296.685867816,1.0,1735128405.570078,0.8616999988555908,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,1.0,0.0004846784525639,,
1765,10757.863335252,1.0,1735128866.7475777,0.8614000022411347,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,Egyptian,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,1.0,0.0004846784525639,,
1,40.86917217,0.0,1735283734.2868493,0.9801500058174132,,0.975000023841858,0.001,1,16,40x40,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
64,82.745934441,0.0,1735283776.2104464,0.98250000500679,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
127,124.819028246,0.0,1735283818.283538,0.9834500064849854,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
190,166.968111266,0.0,1735283860.4326096,0.9838500077724456,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
253,208.875873245,0.0,1735283902.3403883,0.9844500057697296,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
316,250.749041311,0.0,1735283944.1739492,0.9822000062465668,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
379,292.668787263,0.0,1735283986.1332798,0.9835000066757202,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
442,334.649138628,0.0,1735284028.1136484,0.9822500071525574,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
505,376.618069597,0.0,1735284070.0825872,0.9808500063419342,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
568,418.6134787,0.0,1735284112.077992,0.982050006389618,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
631,460.593120625,0.0,1735284154.012546,0.9814500062465668,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
633,497.717695052,1.0,1735284191.1822004,0.9797500066757202,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
