_step,_runtime,bootstrap_iter,_timestamp,ft_eval_acc,ft_loss,ft_acc,lr,epochs,batch_size,input_size,model_type,n_way_test,n_way_train,tgt_dataset,src_datasets,fixed_support,samples_per_class,num_total_episodes,num_bootstrap_iters,exp_name,ft_eval_num,epoch,tr_loss,tr_acc,tr lr,tr_eval_acc_src_data,tr_eval_acc
1,461.862581276,0.0,1735320406.3302126,0.816300000667572,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
64,923.314572041,0.0,1735320867.7862077,0.8715499985218048,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
127,1387.562114992,0.0,1735321332.0729573,0.8751000003814697,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
190,1849.465539064,0.0,1735321793.9764562,0.87475,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
253,2309.957905485,0.0,1735322254.4688847,0.8778000001907349,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
316,2768.904230835,0.0,1735322713.4151442,0.8772999987602234,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
379,3223.970607954,0.0,1735323168.4413495,0.87975,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
442,3687.210430938,0.0,1735323631.7214136,0.8752500002384186,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
505,4152.906589311,0.0,1735324097.3725786,0.8755999994277954,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
568,4619.965081892,0.0,1735324564.4760203,0.8753000001907348,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
631,5084.954643198,0.0,1735325029.4254453,0.8777499990463257,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
633,5544.758570047,1.0,1735325489.228099,0.8174999995231629,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
696,6005.370092669,1.0,1735325949.8809764,0.8716500005722045,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
759,6459.850384411,1.0,1735326404.3613174,0.8778500003814698,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
822,6923.318585464,1.0,1735326867.7883606,0.8768999984264374,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
885,7384.206606829,1.0,1735327328.6719222,0.8730999991893769,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
948,7847.389953756,1.0,1735327791.900843,0.8735,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
1011,8311.450583572,1.0,1735328255.919124,0.8745999989509583,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
1074,8774.674608714,1.0,1735328719.1424885,0.8779500019550324,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
1137,9233.098579752,1.0,1735329177.5672746,0.8746999993324279,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
1200,9693.602576768,1.0,1735329638.0710387,0.8739499995708465,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
1263,10154.006611599,1.0,1735330098.4747016,0.8726000006198883,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,b-59-850,TKH,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
1,6.48524515,0.0,1736091757.623561,0.74325,,0.875,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
64,14.828152048,0.0,1736091765.9664574,0.84125,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
127,23.227887337,0.0,1736091774.3661635,0.852,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
190,31.664338295,0.0,1736091782.802653,0.876,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
253,40.132527494,0.0,1736091791.270824,0.8765,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
316,48.568585026,0.0,1736091799.7068045,0.88075,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
379,56.940863366,0.0,1736091808.0791562,0.87725,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
442,65.310025709,0.0,1736091816.4483333,0.881,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
505,73.686498863,0.0,1736091824.8248036,0.8815,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
568,82.157610597,0.0,1736091833.2959278,0.88825,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
631,90.683355445,0.0,1736091841.7810464,0.8925,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
633,96.332685323,1.0,1736091847.4709938,0.74975,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
696,104.787544761,1.0,1736091855.925798,0.84475,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
759,113.182813571,1.0,1736091864.321113,0.86925,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
822,121.574670543,1.0,1736091872.7129817,0.865,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
885,130.050744274,1.0,1736091881.1890495,0.8665,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
948,138.4567006,1.0,1736091889.5949943,0.86775,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
1011,146.857908214,1.0,1736091897.9962144,0.876,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
1074,155.299955558,1.0,1736091906.4382503,0.87625,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
1137,163.754963656,1.0,1736091914.8932605,0.883,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
1200,172.196644214,1.0,1736091923.3349411,0.88025,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
1263,180.635345025,1.0,1736091931.7335644,0.87875,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,omniglot_SOTA_trainvalSet,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
1,8.487585763,0.0,1736300321.342817,0.5075,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
64,12.552875591,0.0,1736300325.408096,0.52475,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
127,16.524779457,0.0,1736300329.380015,0.51925,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
190,20.582397393,0.0,1736300333.3959968,0.521,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
253,24.573221377,0.0,1736300337.428446,0.5135,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
316,28.597500585,0.0,1736300341.4527316,0.5165,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
379,32.638162717,0.0,1736300345.4934008,0.52725,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
442,36.55130409,0.0,1736300349.4065175,0.52375,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
505,40.698651379,0.0,1736300353.5535882,0.51575,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
568,44.576735513,0.0,1736300357.4318876,0.533,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
631,48.501497058,0.0,1736300361.356714,0.50925,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
633,52.005356319,1.0,1736300364.8605762,0.51,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
696,55.883811513,1.0,1736300368.7390451,0.5275,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
759,59.810432244,1.0,1736300372.665664,0.5225,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
822,63.969298015,1.0,1736300376.8245285,0.5075,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
885,67.914913265,1.0,1736300380.7701294,0.5215,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
948,71.993336346,1.0,1736300384.8484917,0.5255,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
1011,75.887645634,1.0,1736300388.7428827,0.52025,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
1074,79.932609437,1.0,1736300392.7878475,0.5175,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
1137,83.915080957,1.0,1736300396.7703032,0.513,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
1200,87.81427217,1.0,1736300400.6694968,0.52225,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
1263,91.752871146,1.0,1736300404.6080809,0.5155,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
1,255.062761768,0.0,1736342896.5548222,0.6524499984979629,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
64,466.74829627,0.0,1736343108.2831078,0.6631000018119813,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
127,676.678688626,0.0,1736343318.2134006,0.665900002002716,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
190,893.514778453,0.0,1736343535.0094905,0.6682499983310699,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
253,1107.110332386,0.0,1736343748.645157,0.6675000007152557,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
316,1316.087392131,0.0,1736343957.6222303,0.6684499984979629,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
379,1529.0185468,0.0,1736344170.5532951,0.6666499991416931,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
442,1742.782792911,0.0,1736344384.274574,0.66949999833107,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
505,1951.094764852,0.0,1736344592.5879602,0.667550000667572,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
568,2159.974971733,0.0,1736344801.5096202,0.6656499991416931,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
631,2368.499056887,0.0,1736345010.0338762,0.661900002002716,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
633,2582.066758933,1.0,1736345223.558632,0.6587000017166138,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
696,2793.866767013,1.0,1736345435.3576355,0.6681000010967255,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
759,3003.614768998,1.0,1736345645.1086242,0.6662999992370605,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
822,3210.420280102,1.0,1736345851.9551113,0.6673500001430511,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,,,,
885,3423.106735468,1.0,1736346064.6018496,0.6670000009536743,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,,,,
948,3639.259470982,1.0,1736346280.7942986,0.6706000007390976,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,,,,
1011,3851.714744123,1.0,1736346493.209064,0.6699499988555908,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,,,,
1074,4061.418796247,1.0,1736346702.9134233,0.6702499985694885,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,,,,
1137,4273.314769969,1.0,1736346914.8048997,0.6653000009059906,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,,,,
1200,4483.466739877,1.0,1736347124.961806,0.6620500016212464,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,,,,
1263,4689.851539815,1.0,1736347331.3862844,0.666550000667572,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,miniImageNet_SOTA_trainSet,False,1,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,,,,
119,2617.027290282,0.0,1736178132.0792158,0.867149998664856,,0.987500011920929,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,0.949999988079071,0.0009992592839749,0.956,
182,3833.629529694,0.0,1736179348.6354954,0.8997000024318695,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,0.949999988079071,0.0009992592839749,0.956,
245,5064.693511883,0.0,1736180579.700569,0.8981999990940094,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,0.949999988079071,0.0009992592839749,0.956,
308,6279.68011832,0.0,1736181794.732134,0.9017000012397766,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,0.949999988079071,0.0009992592839749,0.956,
371,7507.969491618,0.0,1736183023.0215454,0.9021499984264374,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,0.949999988079071,0.0009992592839749,0.956,
434,8719.628402306,0.0,1736184234.6804523,0.8998000013828278,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,0.949999988079071,0.0009992592839749,0.956,
497,9899.56538754,0.0,1736185414.6174593,0.9008499994277954,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,0.949999988079071,0.0009992592839749,0.956,
560,11098.751389846,0.0,1736186613.8034573,0.9021499998569488,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,0.949999988079071,0.0009992592839749,0.956,
623,12301.238471316,0.0,1736187816.290487,0.9043999996185302,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,0.949999988079071,0.0009992592839749,0.956,
686,13509.408301725,0.0,1736189024.4603784,0.9015499985218048,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,0.949999988079071,0.0009992592839749,0.956,
749,14717.090743974,0.0,1736190232.142812,0.9017000019550324,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,0.949999988079071,0.0009992592839749,0.956,
751,15927.209513639,1.0,1736191442.2190125,0.8718000009059906,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,0.949999988079071,0.0009992592839749,0.956,
814,17148.90710007,1.0,1736192663.959134,0.9057499995231628,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,0.949999988079071,0.0009992592839749,0.956,
877,18358.233808663,1.0,1736193873.2858622,0.9094999992847442,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,0.949999988079071,0.0009992592839749,0.956,
940,19603.0695105,1.0,1736195118.0798502,0.902650002002716,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,3.0,,,0.949999988079071,0.0009992592839749,0.956,
1003,20818.157432597,1.0,1736196333.2093897,0.9041999995708464,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,4.0,,,0.949999988079071,0.0009992592839749,0.956,
1066,22064.025539534,1.0,1736197579.035245,0.9038000020980836,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,5.0,,,0.949999988079071,0.0009992592839749,0.956,
1129,23301.848185732,1.0,1736198816.9002142,0.9024499998092652,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,6.0,,,0.949999988079071,0.0009992592839749,0.956,
1192,24558.957436316,1.0,1736200074.0094798,0.9049000010490418,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,7.0,,,0.949999988079071,0.0009992592839749,0.956,
1255,25782.457531274,1.0,1736201297.4636316,0.9053500008583067,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,8.0,,,0.949999988079071,0.0009992592839749,0.956,
1318,27012.139104904,1.0,1736202527.190559,0.9040000021457671,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,9.0,,,0.949999988079071,0.0009992592839749,0.956,
1381,28267.72953875,1.0,1736203782.735473,0.9053999979496002,,1.0,0.001,1,16,40x40,PrototypicalNetwork,5,5,Greek,omniglot_SOTA_trainvalSet,False,5,4000,2,exp2_permuted_src_datasets_WithValidation,10.0,,,0.949999988079071,0.0009992592839749,0.956,
1,29.812297097,0.0,1735284642.4969697,0.97525,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,0.0,,,,,,
64,58.806215211,0.0,1735284671.490896,0.9785,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,1.0,,,,,,
127,87.82831814,0.0,1735284700.5129988,0.97825,,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,omniglot_SOTA_testSet,Egyptian,False,10,4000,2,exp2_permuted_src_datasets_WithValidation,2.0,,,,,,
