_step,_runtime,bootstrap_iter,_timestamp,before_ft_eval_acc,ft_loss,ft_acc,ft_eval_acc,lr,epochs,batch_size,input_size,model_type,n_way_test,n_way_train,tgt_dataset,src_datasets,fixed_support,samples_per_class,num_total_episodes,num_bootstrap_iters,exp_name
0,7.507652997970581,0.0,1741007591.023368,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
1,11.685224533081055,0.0,1741007595.2009394,0.69525,,,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
2,11.705769062042236,0.0,1741007595.221484,,0.9866829514503479,0.9375,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
3,11.814063549041748,0.0,1741007595.3297784,,0.8021870255470276,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
4,11.842931032180786,0.0,1741007595.358646,,0.8648053407669067,0.9375,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
5,11.868172645568848,0.0,1741007595.3838875,,0.9049595594406128,0.9375,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
6,11.892728328704834,0.0,1741007595.4084432,,0.8985539078712463,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
7,11.922672986984253,0.0,1741007595.4383879,,0.8925272226333618,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
8,11.975109100341797,0.0,1741007595.490824,,0.8456896543502808,0.875,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
9,12.002211809158325,0.0,1741007595.5179267,,0.9425669312477112,0.9375,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
10,12.03313159942627,0.0,1741007595.5488465,,0.8598986864089966,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
