_step,_runtime,bootstrap_iter,_timestamp,before_ft_eval_acc,ft_loss,ft_acc,ft_eval_acc,lr,epochs,batch_size,input_size,model_type,n_way_test,n_way_train,tgt_dataset,src_datasets,fixed_support,samples_per_class,num_total_episodes,num_bootstrap_iters,exp_name
11,12.057849168777466,0.0,1741007595.573564,,0.82618647813797,0.9375,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
12,12.090846300125122,0.0,1741007595.6065612,,0.8121902346611023,0.9375,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
13,12.12160611152649,0.0,1741007595.637321,,0.8950990438461304,0.9375,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
14,12.150014638900757,0.0,1741007595.6657295,,0.7768686413764954,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
15,12.1760995388031,0.0,1741007595.6918144,,0.8350439667701721,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
16,12.21217966079712,0.0,1741007595.7278945,,0.786293089389801,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
17,12.24313473701477,0.0,1741007595.7588496,,0.7838701009750366,0.9375,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
18,12.273438692092896,0.0,1741007595.7891536,,0.7831733822822571,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
19,12.297745704650879,0.0,1741007595.8134606,,0.77826327085495,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
20,12.32344651222229,0.0,1741007595.8391614,,0.7800707817077637,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
21,12.35173773765564,0.0,1741007595.8674526,,0.8380134105682373,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
22,12.37950325012207,0.0,1741007595.8952181,,0.7610268592834473,0.9375,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
23,12.404271125793457,0.0,1741007595.919986,,0.9231696724891663,0.8125,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
24,12.429228782653809,0.0,1741007595.9449437,,0.8163803219795227,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
25,12.466410398483276,0.0,1741007595.9821253,,0.8026014566421509,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
26,12.492060422897339,0.0,1741007596.0077753,,0.8278096914291382,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
27,12.516733884811401,0.0,1741007596.0324488,,0.7394137978553772,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
28,12.544593334197998,0.0,1741007596.0603082,,0.730862557888031,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
29,12.572972536087036,0.0,1741007596.0886874,,0.8519127368927002,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
30,12.59924864768982,0.0,1741007596.1149635,,0.7788198590278625,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
31,12.624405860900879,0.0,1741007596.1401207,,0.7763402462005615,0.9375,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
32,12.65452241897583,0.0,1741007596.1702373,,0.8179261684417725,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
33,12.67979907989502,0.0,1741007596.195514,,0.7797995209693909,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
34,12.705432176589966,0.0,1741007596.221147,,0.7902668118476868,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
35,12.737276077270508,0.0,1741007596.252991,,0.8097872734069824,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
36,12.773005962371826,0.0,1741007596.2887208,,0.8567469120025635,0.9375,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
37,12.80408763885498,0.0,1741007596.3198025,,0.8084765076637268,0.9375,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
38,12.828938484191895,0.0,1741007596.3446534,,0.8068932294845581,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
39,12.860780477523804,0.0,1741007596.3764954,,0.7119304537773132,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
40,12.902593612670898,0.0,1741007596.4183085,,0.7365620136260986,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
41,12.93613600730896,0.0,1741007596.451851,,0.7864845395088196,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
42,12.969618797302246,0.0,1741007596.4853337,,0.8248026967048645,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
43,13.002052068710327,0.0,1741007596.517767,,0.7399293184280396,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
44,13.040136098861694,0.0,1741007596.555851,,0.7557128667831421,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
45,13.064603805541992,0.0,1741007596.5803187,,0.7914021611213684,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
46,13.090879201889038,0.0,1741007596.606594,,0.6990563273429871,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
47,13.122055292129517,0.0,1741007596.6377702,,0.7727700471878052,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
48,13.150745391845703,0.0,1741007596.6664603,,0.7564968466758728,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
49,13.17888355255127,0.0,1741007596.6945984,,0.6721808910369873,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
50,13.20628547668457,0.0,1741007596.7220004,,0.7624457478523254,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
51,13.235721349716187,0.0,1741007596.7514362,,0.773338794708252,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
52,13.26787543296814,0.0,1741007596.7835903,,0.7102584838867188,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
53,13.292975187301636,0.0,1741007596.80869,,0.7104296088218689,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
54,13.32696008682251,0.0,1741007596.842675,,0.8183081150054932,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
55,13.353914976119995,0.0,1741007596.8696299,,0.6784809231758118,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
56,13.37871265411377,0.0,1741007596.8944275,,0.7430376410484314,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
57,13.404854536056519,0.0,1741007596.9205694,,0.6738015413284302,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
58,13.430410623550415,0.0,1741007596.9461255,,0.7449905276298523,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
59,13.458299160003662,0.0,1741007596.974014,,0.7761368155479431,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
60,13.484954595565796,0.0,1741007597.0006695,,0.7307237386703491,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
61,13.516644954681396,0.0,1741007597.0323598,,0.759762704372406,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
62,13.551998376846313,0.0,1741007597.0677133,,0.7513673305511475,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
63,13.578080892562866,0.0,1741007597.0937958,,0.7107651829719543,1.0,,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
64,17.294562339782715,0.0,1741007600.8102772,,,,0.82275,0.001,1,16,40x40,MatchingNetwork,5,5,b-59-850,Greek,False,5,4000,1,exp1_permuted_src_datasets
