_step,_runtime,bootstrap_iter,_timestamp,before_ft_eval_acc,ft_loss,ft_acc,ft_eval_acc,lr,epochs,batch_size,input_size,model_type,n_way_test,n_way_train,tgt_dataset,src_datasets,fixed_support,samples_per_class,num_total_episodes,num_bootstrap_iters,exp_name
128,95.64720749855042,0.0,1741007957.5466964,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
129,95.66556811332703,0.0,1741007957.565057,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
130,95.68189215660095,0.0,1741007957.581381,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
131,95.69856691360474,0.0,1741007957.5980558,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
132,95.71832346916199,0.0,1741007957.6178124,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
133,95.75236082077026,0.0,1741007957.6518497,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
134,95.78438425064087,0.0,1741007957.6838732,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
135,95.82152771949768,0.0,1741007957.7210166,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
136,95.84392738342285,0.0,1741007957.7434163,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
137,95.85974955558777,0.0,1741007957.7592385,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
138,95.89348578453064,0.0,1741007957.7929747,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
139,95.92681050300598,0.0,1741007957.8262994,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
140,95.9531843662262,0.0,1741007957.8526733,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
141,95.98497366905212,0.0,1741007957.8844626,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
142,96.00646138191223,0.0,1741007957.9059503,,4.470348091700771e-09,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
143,96.02393889427185,0.0,1741007957.9234278,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
144,96.04162192344666,0.0,1741007957.9411108,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
145,96.05790257453918,0.0,1741007957.9573915,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
146,96.07838082313538,0.0,1741007957.9778697,,2.9802320611338473e-09,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
147,96.10063934326172,0.0,1741007958.0001283,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
148,96.12473797798157,0.0,1741007958.024227,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
149,96.15163326263428,0.0,1741007958.0511222,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
150,96.18313241004944,0.0,1741007958.0826213,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
151,96.20953583717346,0.0,1741007958.1090248,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
152,96.24265193939209,0.0,1741007958.1421409,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
153,96.27082633972168,0.0,1741007958.1703153,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
154,96.28736305236816,0.0,1741007958.186852,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
155,96.30482220649719,0.0,1741007958.2043111,,8.940696183401542e-09,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
156,96.32431030273438,0.0,1741007958.2237992,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
157,96.34095764160156,0.0,1741007958.2404466,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
158,96.36237025260925,0.0,1741007958.2618592,,5.960464122267695e-09,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
159,96.39871406555176,0.0,1741007958.298203,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
160,96.43990087509155,0.0,1741007958.3393898,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
161,96.46365594863892,0.0,1741007958.3631449,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
162,96.4897038936615,0.0,1741007958.3891928,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
163,96.51800537109375,0.0,1741007958.4174943,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
164,96.54205250740051,0.0,1741007958.4415414,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
165,96.5652596950531,0.0,1741007958.4647486,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
166,96.59760856628418,0.0,1741007958.4970975,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
167,96.62493133544922,0.0,1741007958.5244203,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
168,96.6418514251709,0.0,1741007958.5413404,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
169,96.65840649604797,0.0,1741007958.5578954,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
170,96.67819094657898,0.0,1741007958.5776799,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
171,96.70810079574585,0.0,1741007958.6075897,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
172,96.73918676376343,0.0,1741007958.6386757,,1.4901160305669237e-09,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
173,96.75624299049377,0.0,1741007958.655732,,1.4901160305669237e-09,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
174,96.7726891040802,0.0,1741007958.672178,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
175,96.80126738548279,0.0,1741007958.7007563,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
176,96.82711410522461,0.0,1741007958.726603,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
177,96.85769486427307,0.0,1741007958.7571838,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
178,96.88138341903687,0.0,1741007958.7808723,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
179,96.91444396972656,0.0,1741007958.813933,,7.4505797087454084e-09,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
180,96.93442821502686,0.0,1741007958.8339171,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
181,96.95063757896423,0.0,1741007958.8501265,,1.4901160305669237e-09,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
182,96.9800193309784,0.0,1741007958.8795083,,1.4901160305669237e-09,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
183,97.00270056724548,0.0,1741007958.9021895,,1.4901160305669237e-09,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
184,97.03166079521179,0.0,1741007958.9311497,,7.4505797087454084e-09,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
185,97.04830527305603,0.0,1741007958.9477942,,1.192092824453539e-08,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
186,97.06524872779846,0.0,1741007958.9647377,,2.9802320611338473e-09,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
187,97.08179354667664,0.0,1741007958.9812825,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
188,97.09899377822876,0.0,1741007958.9984827,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
189,97.1361472606659,0.0,1741007959.0356362,,0.0,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
190,119.35839533805847,0.0,1741007981.2578843,,,,0.7284500002861023,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
191,136.23763585090637,1.0,1741007998.1371248,,,,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
192,158.81304669380188,1.0,1741008020.7125356,0.7263000004291534,,,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
193,158.83116030693054,1.0,1741008020.7306492,,0.04830320179462433,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
194,158.84878993034363,1.0,1741008020.7482789,,0.009740573354065418,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
195,158.86541295051575,1.0,1741008020.7649019,,0.0028450856916606426,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
196,158.8833110332489,1.0,1741008020.7828,,0.0007918194169178605,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
197,158.9047498703003,1.0,1741008020.8042388,,0.00034434127155691385,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
198,158.92595267295837,1.0,1741008020.8254416,,0.00012104678899049759,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
199,158.951158285141,1.0,1741008020.8506472,,6.219744682312012e-05,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
200,158.97493267059326,1.0,1741008020.8744216,,3.62621940439567e-05,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
201,158.99626398086548,1.0,1741008020.895753,,1.5413612345582806e-05,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
202,159.01409101486206,1.0,1741008020.91358,,1.2628590411623009e-05,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
203,159.04306602478027,1.0,1741008020.942555,,8.028698175621685e-06,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
204,159.0643663406372,1.0,1741008020.9638553,,5.651987521559931e-06,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
205,159.1007969379425,1.0,1741008021.0002859,,4.233405434206361e-06,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
206,159.12771153450012,1.0,1741008021.0272005,,3.325930492792395e-06,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
207,159.16396379470825,1.0,1741008021.0634527,,2.0310251329647144e-06,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
208,159.18233847618103,1.0,1741008021.0818274,,1.3902770206186688e-06,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
209,159.20053601264954,1.0,1741008021.100025,,2.709023419811274e-06,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
210,159.21770811080933,1.0,1741008021.117197,,1.4051777270651655e-06,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
211,159.23436498641968,1.0,1741008021.133854,,1.7821761275627068e-06,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
212,159.2507688999176,1.0,1741008021.1502578,,7.703895903432567e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
213,159.26969361305237,1.0,1741008021.1691825,,7.897610885265749e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
214,159.28635120391846,1.0,1741008021.1858401,,6.42239797343791e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
215,159.3146951198578,1.0,1741008021.214184,,9.164205039269291e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
216,159.3324270248413,1.0,1741008021.231916,,6.377694035109016e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
217,159.3577048778534,1.0,1741008021.2571938,,4.9024799864128e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
218,159.38869714736938,1.0,1741008021.288186,,3.799794683345681e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
219,159.41194200515747,1.0,1741008021.311431,,3.322958264107001e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
220,159.43008422851562,1.0,1741008021.3295732,,4.887578484158439e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
221,159.45406579971313,1.0,1741008021.3535547,,2.7716154704648943e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
222,159.47370886802673,1.0,1741008021.3731978,,4.1276197748629784e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
223,159.49065375328064,1.0,1741008021.3901427,,4.29153317327291e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
224,159.51593613624573,1.0,1741008021.415425,,4.50014880470917e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
225,159.5463581085205,1.0,1741008021.445847,,2.4139876586559694e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
226,159.57141304016113,1.0,1741008021.470902,,3.233551240100496e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
227,159.60293054580688,1.0,1741008021.5024195,,4.112718556825712e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
228,159.6200041770935,1.0,1741008021.519493,,3.0249347560129536e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
229,159.63688492774963,1.0,1741008021.5363739,,3.3825625678218785e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
230,159.65393543243408,1.0,1741008021.5534244,,2.801417622322333e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
231,159.67049741744995,1.0,1741008021.5699863,,2.2798774068633065e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
232,159.6869294643402,1.0,1741008021.5864184,,2.0861622829215776e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
233,159.713445186615,1.0,1741008021.612934,,4.6938629338910687e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
234,159.72998666763306,1.0,1741008021.6294756,,1.9520518890203675e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
235,159.7464771270752,1.0,1741008021.645966,,1.9222495950543816e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
236,159.78355407714844,1.0,1741008021.683043,,2.2202725347142405e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
237,159.8123848438263,1.0,1741008021.7118738,,2.0265576949896058e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
238,159.83454418182373,1.0,1741008021.734033,,3.0249347560129536e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
239,159.8598117828369,1.0,1741008021.7593007,,1.4305113893442467e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
240,159.87688207626343,1.0,1741008021.776371,,2.0265576949896058e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
241,159.89790415763855,1.0,1741008021.797393,,2.5331965503028187e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
242,159.91424822807312,1.0,1741008021.8137372,,2.533196834519913e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
243,159.94515442848206,1.0,1741008021.8446434,,2.369284146652717e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
244,159.96923565864563,1.0,1741008021.8687246,,2.1308656528162828e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
245,160.0041160583496,1.0,1741008021.903605,,1.4603136833102326e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
246,160.03237128257751,1.0,1741008021.9318602,,2.995132604155515e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
247,160.0497603416443,1.0,1741008021.9492493,,2.6375045081294957e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
248,160.07186913490295,1.0,1741008021.971358,,1.2218950473652512e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
249,160.08860206604004,1.0,1741008021.988091,,2.13086579492483e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
250,160.12106680870056,1.0,1741008022.0205557,,1.475214901347499e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
251,160.15284538269043,1.0,1741008022.0523343,,2.1457670129620965e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
252,160.1755051612854,1.0,1741008022.074994,,1.5199182712422044e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
253,160.19248008728027,1.0,1741008022.091969,,1.1771916064162724e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
254,160.2087206840515,1.0,1741008022.1082096,,2.428888876693236e-07,1.0,,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
255,182.2910726070404,1.0,1741008044.1905615,,,,0.7334500002861023,0.001,1,16,28x28,PrototypicalNetwork,5,5,omniglot_SOTA_trainvalSet,Greek,False,1,4000,5,exp1_permuted_src_datasets
