_step,_runtime,bootstrap_iter,_timestamp,epoch,tr_loss,tr_acc,tr lr,tr_eval_acc_src_data,ft_eval_acc,ft_loss,ft_acc,lr,epochs,batch_size,input_size,model_type,n_way_test,n_way_train,tgt_dataset,src_datasets,fixed_support,samples_per_class,num_total_episodes,num_bootstrap_iters,exp_name
0,116.47319602966309,0.0,1735920165.033498,,,,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
1,116.54773259162903,0.0,1735920165.1080346,0.0,,,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
2,116.83564138412476,0.0,1735920165.3959434,,1.610052466392517,0.4375,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
3,116.83582019805908,0.0,1735920165.3961222,,,,0.001,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
4,122.746164560318,0.0,1735920171.3064666,,,,,0.56075,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
5,122.84990358352661,0.0,1735920171.4102056,,1.6117546558380127,0.5,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
6,122.85007643699646,0.0,1735920171.4103785,,,,0.0009999990000010002,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
7,128.94757223129272,0.0,1735920177.5078743,,,,,0.56025,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
8,129.14545440673828,0.0,1735920177.7057564,,1.6092844009399414,0.4375,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
9,129.14561915397644,0.0,1735920177.7059212,,,,0.0009999970000070001,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
10,135.0048849582672,0.0,1735920183.565187,,,,,0.5375,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
11,135.45778012275696,0.0,1735920184.0180821,,1.5402467250823975,0.625,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
12,135.4579565525055,0.0,1735920184.0182586,,,,0.0009999940000250001,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
13,141.53843593597412,0.0,1735920190.098738,,,,,0.524,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
14,141.68395733833313,0.0,1735920190.2442594,,1.6041556596755981,0.5625,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
15,141.68412566184998,0.0,1735920190.2444277,,,,0.000999990000065,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
16,147.93908214569092,0.0,1735920196.4993842,,,,,0.482,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
17,148.21414971351624,0.0,1735920196.7744517,,1.6014612913131714,0.375,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,TKH,Greek,False,1,4000,2,exp1_permuted_src_datasets
