_step,_runtime,bootstrap_iter,_timestamp,epoch,tr_loss,tr_acc,tr lr,tr_eval_acc_src_data,ft_eval_acc,ft_loss,ft_acc,lr,epochs,batch_size,input_size,model_type,n_way_test,n_way_train,tgt_dataset,src_datasets,fixed_support,samples_per_class,num_total_episodes,num_bootstrap_iters,exp_name
0,199.68643999099731,0.0,1735504461.689932,,,,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
1,199.75493049621582,0.0,1735504461.7584226,0.0,,,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
2,200.28843522071838,0.0,1735504462.2919273,,1.3955591917037964,0.75,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
3,200.28861284255981,0.0,1735504462.292105,,,,0.001,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
4,208.4201111793518,0.0,1735504470.4236033,,,,,0.751,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
5,209.27830481529236,0.0,1735504471.281797,,1.3761643171310425,0.8125,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
6,209.27845978736877,0.0,1735504471.281952,,,,0.0009999990000010002,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
7,217.3957543373108,0.0,1735504479.3992465,,,,,0.74375,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
8,218.09039545059204,0.0,1735504480.0938876,,1.4112894535064697,0.75,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
9,218.090580701828,0.0,1735504480.0940728,,,,0.0009999970000070001,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
10,225.98725652694702,0.0,1735504487.9907486,,,,,0.7735,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
11,226.6237232685089,0.0,1735504488.6272154,,1.2658815383911133,0.875,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
12,226.62388467788696,0.0,1735504488.6273768,,,,0.0009999940000250001,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
13,234.7565860748291,0.0,1735504496.7600782,,,,,0.78575,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
14,235.68908166885376,0.0,1735504497.6925738,,1.2531124353408813,0.9375,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
15,235.6892614364624,0.0,1735504497.6927536,,,,0.000999990000065,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
16,243.75075316429138,0.0,1735504505.7542453,,,,,0.75,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
17,245.06122994422913,0.0,1735504507.064722,,1.236377239227295,0.8125,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
18,245.06140041351318,0.0,1735504507.0648925,,,,0.0009999850001399992,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
19,253.1699092388153,0.0,1735504515.1734014,,,,,0.75675,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
20,253.97497749328613,0.0,1735504515.9784696,,1.3588604927062988,0.4375,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
21,253.97516417503357,0.0,1735504515.9786563,,,,0.0009999790002659977,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
22,262.03444051742554,0.0,1735504524.0379326,,,,,0.75525,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
23,262.9071798324585,0.0,1735504524.910672,,1.3382939100265503,0.875,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
24,262.9073414802551,0.0,1735504524.9108336,,,,0.0009999720004619944,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
25,270.7930979728699,0.0,1735504532.79659,,,,,0.7415,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
26,271.53747749328613,0.0,1735504533.5409696,,1.2453845739364624,0.8125,,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
27,271.5377049446106,0.0,1735504533.541197,,,,0.0009999640007499883,,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
28,279.6406853199005,0.0,1735504541.6441774,,,,,0.7475,,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
29,283.65320563316345,0.0,1735504545.6566978,,,,,,0.633,,,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
30,283.6684374809265,0.0,1735504545.6719296,,,,,,,1.0446584224700928,0.9375,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
31,283.6989119052887,0.0,1735504545.702404,,,,,,,1.0824618339538574,0.875,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
32,283.72835659980774,0.0,1735504545.7318487,,,,,,,1.0300132036209106,0.9375,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
33,283.755108833313,0.0,1735504545.758601,,,,,,,1.081563115119934,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
34,283.7822346687317,0.0,1735504545.7857268,,,,,,,0.9359979033470154,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
35,283.8099172115326,0.0,1735504545.8134093,,,,,,,0.9103796482086182,0.9375,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
36,283.8364803791046,0.0,1735504545.8399725,,,,,,,0.9912556409835815,0.9375,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
37,283.864075422287,0.0,1735504545.8675675,,,,,,,0.9553415775299072,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
38,283.89141154289246,0.0,1735504545.8949037,,,,,,,0.9249367117881775,0.9375,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
39,283.9188275337219,0.0,1735504545.9223197,,,,,,,0.8688303232192993,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
40,283.9463264942169,0.0,1735504545.9498186,,,,,,,0.9503175616264343,0.9375,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
41,283.9704396724701,0.0,1735504545.9739318,,,,,,,0.9717686176300049,0.9375,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
42,283.9989855289459,0.0,1735504546.0024776,,,,,,,0.9265562295913696,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
43,284.02509689331055,0.0,1735504546.028589,,,,,,,0.9549809694290161,0.9375,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
44,284.05164909362793,0.0,1735504546.0551412,,,,,,,0.8555830121040344,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
45,284.07798886299133,0.0,1735504546.081481,,,,,,,0.9168217778205872,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
46,284.10427737236023,0.0,1735504546.1077695,,,,,,,0.8783873319625854,0.9375,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
47,284.1315166950226,0.0,1735504546.1350088,,,,,,,0.8310267329216003,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
48,284.1590712070465,0.0,1735504546.1625633,,,,,,,0.8531405925750732,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
49,284.1846034526825,0.0,1735504546.1880956,,,,,,,0.8955855369567871,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
50,284.21037554740906,0.0,1735504546.2138677,,,,,,,0.9687784910202026,0.9375,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
51,284.2360956668854,0.0,1735504546.2395878,,,,,,,0.8241115212440491,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
52,284.26352620124817,0.0,1735504546.2670183,,,,,,,0.8914027810096741,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
53,284.28999853134155,0.0,1735504546.2934906,,,,,,,0.8981649875640869,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
54,284.3172047138214,0.0,1735504546.3206968,,,,,,,0.7616496086120605,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
55,284.34368801116943,0.0,1735504546.3471801,,,,,,,0.861358642578125,0.9375,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
56,284.37041330337524,0.0,1735504546.3739054,,,,,,,0.8679413795471191,0.9375,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
57,284.39785504341125,0.0,1735504546.4013472,,,,,,,0.796481728553772,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
58,284.42371940612793,0.0,1735504546.4272115,,,,,,,0.7968979477882385,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
59,284.45450139045715,0.0,1735504546.4579935,,,,,,,0.8316077589988708,1.0,0.001,1,16,40x40,MatchingNetwork,5,5,Egyptian,TKH,False,5,4000,2,exp1_permuted_src_datasets
