unseen_ds,spc,model,nway,trained_ds,mean_diff,acc,dis_mean,norm_ratio_sum,norm_ratio_limits,domain,acc_std,bt_iter,sum_min_values
Greek,5,RelationNetwork,20,TKH,0.045413323,0.6223,0.121626906,0.0766381,0.07433704494633486,OOD,0.027321420168065935,2,273.0557216044308
miniImageNet_SOTA_testSet,5,RelationNetwork,20,TKH,0.27641732,0.0761375,0.3526309,0.28246313,0.355743913180521,OOD,0.013196051729589424,2,3032.5632504494497
b-59-850,5,RelationNetwork,20,TKH,0.06315738,0.41361249999999994,0.13937096,0.17265637,0.16580329499384996,OOD,0.02654250423848511,2,880.9825351316103
b-59-850,5,RelationNetwork,20,TKH,0.6785044,0.3980875,0.79642344,0.7435129,0.8359900108422175,OOD,0.025543593252516372,1,32038.173299853166
TKH,5,RelationNetwork,20,TKH,0.0,0.69135,0.11791901,0.08835443,0.08227650906689629,ID,0.028232118234379797,1,399.1517518302676
miniImageNet_SOTA_testSet,5,RelationNetwork,20,TKH,0.5841762,0.07536250000000001,0.7020952,0.5949548,0.7261220517100347,OOD,0.012728591094461318,1,15878.547425476107
omniglot_SOTA_testSet,5,RelationNetwork,20,TKH,0.3154639,0.51375,0.43338293,0.35232848,0.4290937363340914,OOD,0.02943079806936944,1,6014.325279895575
Greek,5,RelationNetwork,20,TKH,0.24929304,0.472425,0.36721206,0.27555835,0.3535450182397711,OOD,0.02711106785060301,1,1969.8796679578682
TKH,5,RelationNetwork,20,TKH,0.0,0.6678375,0.17851408,0.1253381,0.1342582431510164,ID,0.028369550688193846,4,973.9469834377487
omniglot_SOTA_testSet,5,RelationNetwork,20,TKH,-0.08181977,0.4514375,0.096694306,0.08796626,0.09148112767977411,OOD,0.02975820527602429,4,280.59136247436453
b-59-850,5,RelationNetwork,20,TKH,0.4681458,0.32205,0.64665985,0.5502334,0.6523603256556045,OOD,0.026540958912593945,4,16579.549070620134
miniImageNet_SOTA_testSet,5,RelationNetwork,20,TKH,0.621225,0.0743625,0.79973906,0.70725733,0.8358040966759545,OOD,0.013326717759823685,4,23101.67718500935
Greek,5,RelationNetwork,20,TKH,0.091538236,0.49492500000000006,0.2700523,0.16460384,0.20754336299068987,OOD,0.027463509881295214,4,1601.9552572128162
omniglot_SOTA_testSet,5,RelationNetwork,20,TKH,0.29634148,0.4455,0.46836728,0.34667885,0.4277701239250042,OOD,0.02801757261077412,3,7472.48397597519
TKH,5,RelationNetwork,20,TKH,0.0,0.689025,0.1720258,0.12332564,0.12760938587490714,ID,0.024464949417482965,3,870.1075049461979
Greek,5,RelationNetwork,20,TKH,0.057103753,0.5174124999999999,0.22912955,0.13525921,0.17012792660720596,OOD,0.02624940773141367,3,794.8315041671929
b-59-850,5,RelationNetwork,20,TKH,0.15346417,0.3926375,0.32548997,0.29621774,0.3350566723742799,OOD,0.027268425536689865,3,4517.419369425566
miniImageNet_SOTA_testSet,5,RelationNetwork,20,TKH,0.49817383,0.072325,0.67019963,0.5933941,0.7033550078684399,OOD,0.011351651862174067,3,17346.202464508926
b-59-850,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.20680624,0.3405,0.6787432,1.1205823,0.8001714668153775,OOD,0.044395945760846225,0,10681.49732618354
omniglot_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.8756184,0.3768,0.009931007,0.33079556,0.2752342316403887,OOD,0.04613035876730204,0,41.02650838274768
Egyptian,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.31396562,0.38215,0.5715838,1.0414612,0.750994399478816,OOD,0.044575806218171754,0,8525.061710992595
TKH,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.427767,0.33129999999999993,0.45778242,0.8782272,0.6448124035489667,OOD,0.042752894638842874,0,6454.908835827504
miniImageNet_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,0.0,0.294,0.8855494,1.3617632,0.9425366803294161,ID,0.039484174044799265,0,15760.626738009043
cifar100_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,0.028453648,0.2343,0.9140031,1.4088748,0.9630661985408182,OOD,0.03069625384309949,0,16944.735919050872
Greek,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.63323927,0.34120000000000006,0.2523102,0.5485581,0.43525704606170473,OOD,0.04065169123173106,0,2500.790371664397
omniglot_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.85570055,0.45615,0.0030018827,0.25817937,0.2183992279332837,OOD,0.04872424960940907,2,6.818052961487412
miniImageNet_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,0.0,0.29175,0.8587024,1.3199682,0.9183594668569652,ID,0.039339070909211876,2,14963.304699945496
Greek,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.7586829,0.3579,0.100019515,0.33301613,0.2785034074139878,OOD,0.050905206020602646,2,676.9979146126328
Egyptian,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.53023064,0.3266,0.32847175,0.74900144,0.5747585727221104,OOD,0.038761320926924046,2,3641.108028328861
TKH,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.56942666,0.44765000000000005,0.2892758,0.582267,0.45798149345482736,OOD,0.05479600806628161,2,2672.4907428871084
cifar100_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,0.02875495,0.2311,0.8874574,1.3714385,0.9432634476617173,OOD,0.03604219749127403,2,16099.697147265077
