_step,_runtime,bootstrap_iter,_timestamp,epoch,tr_loss,tr_acc,tr lr,tr_eval_acc_src_data,ft_eval_acc,ft_loss,ft_acc,lr,epochs,batch_size,input_size,model_type,n_way_test,n_way_train,tgt_dataset,src_datasets,fixed_support,samples_per_class,num_total_episodes,num_bootstrap_iters,exp_name
0,95.6893635,0.0,1735942139.5644424,,,,,,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
1,95.773322556,0.0,1735942139.6483324,0.0,,,,,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
2,103.453535358,0.0,1735942147.3284187,,2.3146674633026123,0.862500011920929,,,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
3,103.498502197,0.0,1735942147.3285563,,,,0.001,,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
4,2542.318620689,0.0,1735944586.1488867,,,,,0.8665500011444092,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
5,2550.775964057,0.0,1735944594.650895,,1.5007288455963135,0.9375,,,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
6,2550.81849553,0.0,1735944594.651031,,,,0.0009999990000010002,,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
7,4943.746571225,0.0,1735946987.5816157,,,,,0.8742500011920928,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
8,4956.752556548,0.0,1735947000.6274302,,1.6417980194091797,0.887499988079071,,,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
9,4956.75258509,0.0,1735947000.627591,,,,0.0009999970000070001,,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
10,7430.036713153,0.0,1735949473.9117434,,,,,0.8891999986171722,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
11,7438.049458801,0.0,1735949481.9243464,,0.16067655384540558,0.987500011920929,,,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
12,7438.049487678,0.0,1735949481.9244955,,,,0.0009999940000250001,,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
13,9882.830541007,0.0,1735951926.659567,,,,,0.8972500004768371,,,,0.001,1,16,40x40,PrototypicalNetwork,5,5,TKH,Greek,False,10,4000,2,exp2_permuted_src_datasets_WithValidation
